F_peak,nu_peak,Radius,Bfield,v_shock,Mdot,den,RuledOut,bysecond,,,,,,,,,,,
1,0.177824015311156,8.4700060245981E+018,0.008976652150965,777099.864683397,0.013783564632805,9.64163679840081E-28,False,ruled out,,,,,,,,,,,
1,0.204745753119021,7.35629656810592E+018,0.010335675987975,674920.071018167,0.01587033290453,1.47171676420569E-27,False,ruled out,,,,,,,,,,,
0.868511373751352,0.204745753119021,6.88110453188438E+018,0.010490195194984,631322.502613378,0.016348405569897,1.7326695829703E-27,False,ruled out,,,,,,,,,,,
1,0.23574331817287,6.38902723808804E+018,0.011900449781483,586175.758052349,0.018273028292055,2.24645491147656E-27,False,ruled out,,,,,,,,,,,
0.868511373751352,0.23574331817287,5.97631754991356E+018,0.012078362485541,548310.774024887,0.018823478959502,2.64477798262389E-27,False,ruled out,,,,,,,,,,,
0.754312006335461,0.23574331817287,5.59026752061449E+018,0.012258934999173,512891.74071392,0.019390511221004,3.1137284535012E-27,False,ruled out,,,,,,,,,,,
0.868511373751352,0.271433771966193,5.19049976524975E+018,0.013906970997249,476214.143591022,0.021673267073289,4.03703663186658E-27,False,ruled out,,,,,,,,,,,
0.754312006335461,0.271433771966193,4.85521092396646E+018,0.01411488135869,445452.31031317,0.022326145410452,4.75285105632898E-27,False,ruled out,,,,,,,,,,,
0.655128556859551,0.271433771966193,4.54158061503525E+018,0.014325899997153,416677.588084726,0.022998690838954,5.59558785900909E-27,False,ruled out,,,,,,,,,,,
0.754312006335461,0.312527596263699,4.21680590942668E+018,0.016251809458434,386880.397970805,0.025706221110288,7.25483724768835E-27,False,ruled out,,,,,,,,,,,
0.655128556859551,0.312527596263699,3.94441441896677E+018,0.016494775347933,361889.224438865,0.026480586822503,8.54120584489907E-27,False,ruled out,,,,,,,,,,,
0.568986602901829,0.312527596263699,3.68961850337292E+018,0.016741373597483,338512.396730026,0.027278279271607,1.00556628349152E-26,False,ruled out,,,,,,,,,,,
0.655128556859551,0.359842836500576,3.42576878566148E+018,0.018992008448533,314304.90746321,0.030489625838894,1.30374500629961E-26,False,ruled out,,,,,,,,,,,
0.568986602901829,0.359842836500576,3.20447563498283E+018,0.019275940538548,294001.866715857,0.03140808525487,1.53491444230708E-26,False,ruled out,,,,,,,,,,,
0.494171336132383,0.359842836500576,2.99747727814498E+018,0.019564117436686,275010.334168983,0.032354212038863,1.80707295814672E-26,False,ruled out,,,,,,,,,,,
0.568986602901829,0.414321386427342,2.78312353589167E+018,0.022194229253774,255343.965146851,0.03616312486411,2.34292098281428E-26,False,ruled out,,,,,,,,,,,
0.494171336132383,0.414321386427342,2.60334310863016E+018,0.022526034808482,238849.603124922,0.037252490890379,2.75834863131166E-26,False,ruled out,,,,,,,,,,,
0.429193426012878,0.414321386427342,2.43517589278723E+018,0.022862800883553,223420.721457518,0.038374672618933,3.24743652375323E-26,False,ruled out,,,,,,,,,,,
0.494171336132383,0.477047738174997,2.2610330996225E+018,0.025936372843554,207443.596929992,0.042892346624633,4.21039291056733E-26,False,ruled out,,,,,,,,,,,
0.429193426012878,0.477047738174997,2.11497795997082E+018,0.026324123753039,194043.437717587,0.044184421504098,4.95694545711801E-26,False,ruled out,,,,,,,,,,,
0.372759372031494,0.477047738174997,1.97835749149764E+018,0.026717671570547,181508.883756804,0.045515418420371,5.83587061510895E-26,False,ruled out,,,,,,,,,,,
0.429193426012878,0.549270570993779,1.83688241346809E+018,0.030309474980549,168528.932659537,0.050873739641718,7.56637060805259E-26,False,ruled out,,,,,,,,,,,
0.372759372031494,0.549270570993779,1.7182259827119E+018,0.030762604127043,157642.529979696,0.052406243367633,8.90797776101228E-26,False,ruled out,,,,,,,,,,,
0.323745754281764,0.549270570993779,1.60723435861757E+018,0.031222507591585,147459.352327377,0.053984911729497,1.04874677571619E-25,False,ruled out,,,,,,,,,,,
0.372759372031494,0.632427608427648,1.49229880866038E+018,0.035419920863178,136914.330274305,0.060340307509475,1.35972973056065E-25,False,ruled out,,,,,,,,,,,
0.323745754281764,0.632427608427648,1.39590132074332E+018,0.035949451596386,128070.124662335,0.062157978998387,1.60082592147029E-25,False,ruled out,,,,,,,,,,,
0.281176869797423,0.632427608427648,1.30573078658565E+018,0.036486898857654,119797.225010451,0.064030405422731,1.88467132346555E-25,False,ruled out,,,,,,,,,,,
0.323745754281764,0.728174238750622,1.21235617370011E+018,0.041392033176387,111230.359906992,0.071568411050173,2.4435294488521E-25,False,ruled out,,,,,,,,,,,
0.281176869797423,0.728174238750622,1.13404203920693E+018,0.042010847480392,104045.252465427,0.073724314220739,2.87679617035775E-25,False,ruled out,,,,,,,,,,,
0.244205309454865,0.728174238750622,1.06078673461413E+018,0.042638913109192,97324.2788178184,0.075945161106175,3.38688621480409E-25,False,ruled out,,,,,,,,,,,
0.281176869797423,0.838416468405504,9.849284093634E+017,0.048371096510728,90364.485151054,0.084885836212257,4.39119336233497E-25,False,ruled out,,,,,,,,,,,
0.244205309454865,0.838416468405504,9.21305344136933E+017,0.049094248386204,84527.2430954231,0.087442909098756,5.16980397105507E-25,False,ruled out,,,,,,,,,,,
0.212095088792019,0.838416468405504,8.6179211510803E+017,0.049828211441758,79067.0672595474,0.090077010404113,6.08647146545263E-25,False,ruled out,,,,,,,,,,,
0.244205309454865,0.965348864441625,8.00164170080831E+017,0.056526891725265,73412.8720202205,0.100681363240028,7.89128166819233E-25,False,ruled out,,,,,,,,,,,
0.212095088792019,0.965348864441625,7.4847625378056E+017,0.057371973410706,68670.6472040801,0.103714255364376,9.29049940156626E-25,False,ruled out,,,,,,,,,,,
0.184206996932672,0.965348864441625,7.00127203167306E+017,0.058229689136924,64234.7541740143,0.106838509329107,1.0937815016591E-24,False,ruled out,,,,,,,,,,,
0.212095088792019,1.1114982412631,6.5006013939122E+017,0.066057826235366,59641.2381396101,0.119416116471111,1.41811852105815E-24,False,ruled out,,,,,,,,,,,
0.184206996932672,1.1114982412631,6.08068439023529E+017,0.067045396176463,55788.6145902536,0.12301336811243,1.66956773629635E-24,False,ruled out,,,,,,,,,,,
0.159985871960606,1.1114982412631,5.68789261379385E+017,0.068047730369492,52184.8575747929,0.126718982173775,1.96560187649325E-24,False,ruled out,,,,,,,,,,,
0.184206996932672,1.27977396134977,5.28114355311166E+017,0.077195760703599,48453.0462974659,0.141637026100302,2.54845819009884E-24,False,ruled out,,,,,,,,,,,
0.159985871960606,1.27977396134977,4.93999942775626E+017,0.078349843682039,45323.142341302,0.145903653082215,3.00033002059265E-24,False,ruled out,,,,,,,,,,,
0.138949549437314,1.27977396134977,4.62089206642633E+017,0.079521180296029,42395.419662135,0.150298806525774,3.53232408027866E-24,False,ruled out,,,,,,,,,,,
0.159985871960606,1.4735258512759,4.29044568933149E+017,0.090211649553446,39363.6646175723,0.167992794903784,4.57975765088785E-24,False,ruled out,,,,,,,,,,,
0.138949549437314,1.4735258512759,4.01329731656866E+017,0.091560321141857,36820.904171526,0.173053354358032,5.39180294202307E-24,False,ruled out,,,,,,,,,,,
0.120679264063933,1.4735258512759,3.75405179728235E+017,0.092929155481557,34442.397504918,0.178266356433433,6.34783348415231E-24,False,ruled out,,,,,,,,,,,
0.138949549437314,1.69661088594766,3.48559436568566E+017,0.105422132523586,31979.374064779,0.199252836045848,8.2301448861723E-24,False,ruled out,,,,,,,,,,,
0.120679264063933,1.69661088594766,3.26043668359143E+017,0.106998202084757,29913.6139722865,0.205255062652143,9.68944708284664E-24,False,ruled out,,,,,,,,,,,
0.104811313415469,1.69661088594766,3.04982343108003E+017,0.108597834015634,27981.295039433,0.211438098349784,1.14075008483781E-23,False,ruled out,,,,,,,,,,,
0.120679264063933,1.95346996852731,2.83172634309529E+017,0.123197237616591,25980.3139649382,0.23632973482614,1.47901461192508E-23,False,ruled out,,,,,,,,,,,
0.104811313415469,1.95346996852731,2.64880633782638E+017,0.125039046462418,24302.0729940399,0.243448853682274,1.74126142555311E-23,False,ruled out,,,,,,,,,,,
0.091029817799152,1.95346996852731,2.47770235016424E+017,0.126908390502135,22732.2407498491,0.250782426522903,2.05000770626115E-23,False,ruled out,,,,,,,,,,,
0.104811313415469,2.24921633448472,2.30051843126688E+017,0.143969382832994,21106.6268010592,0.280305890101068,2.65789272551343E-23,False,ruled out,,,,,,,,,,,
0.091029817799152,2.24921633448472,2.1519126718881E+017,0.146121736960083,19743.209642098,0.288749732130393,3.1291685956847E-23,False,ruled out,,,,,,,,,,,
0.079060432109077,2.24921633448472,2.01290634515041E+017,0.148306268958586,18467.8646496118,0.297447933667434,3.68400726117639E-23,False,ruled out,,,,,,,,,,,
0.091029817799152,2.5897373396156,1.86896063085448E+017,0.168243895677428,17147.2021285195,0.332465113131678,4.77641916677362E-23,False,ruled out,,,,,,,,,,,
0.079060432109077,2.5897373396156,1.7482320550594E+017,0.170759155770187,16039.5504970884,0.342480182363842,5.62333487466366E-23,False,ruled out,,,,,,,,,,,
0.06866488450043,2.5897373396156,1.6353021395319E+017,0.173312019208426,15003.4494385972,0.352796942232897,6.62041877157287E-23,False,ruled out,,,,,,,,,,,
0.079060432109077,2.98181165829732,1.51835942377579E+017,0.196611306346661,13930.5320365804,0.39433010633421,8.5835593881297E-23,False,ruled out,,,,,,,,,,,
0.06866488450043,2.98181165829732,1.42027850770338E+017,0.199550661564559,13030.666482925,0.406208776183397,1.0105526163153E-22,False,ruled out,,,,,,,,,,,
0.059636233165947,2.98181165829732,1.32853328919174E+017,0.202533960384975,12188.9292198854,0.418445275158788,1.18973556792064E-22,False,ruled out,,,,,,,,,,,
0.06866488450043,3.4332442250215,1.23352803783498E+017,0.229761713657982,11317.2820479809,0.467706916063589,1.54252567031962E-22,False,ruled out,,,,,,,,,,,
0.059636233165947,3.4332442250215,1.15384627207032E+017,0.233196670194626,10586.2236613207,0.481795964687718,1.8160337470615E-22,False,ruled out,,,,,,,,,,,
0.051794746792312,3.4332442250215,1.07931168059002E+017,0.23668297961431,9902.38918959343,0.49630942715803,2.13803804625362E-22,False,ruled out,,,,,,,,,,,
0.059636233165947,3.95302160545385,1.00212861085367E+017,0.268501573200339,9194.2556549327,0.554737657155486,2.77202654051123E-22,False,ruled out,,,,,,,,,,,
0.051794746792312,3.95302160545385,9.37394470415119E+016,0.272515693826792,8600.33763847434,0.5714483910721,3.26353968830576E-22,False,ruled out,,,,,,,,,,,
0.044984326689695,3.95302160545385,8.76841937898874E+016,0.276589825887114,8044.7847299173,0.588662513616527,3.84220394050867E-22,False,ruled out,,,,,second epoch,,,,,,
0.051794746792312,4.55149088995761,8.14137759247157E+016,0.313773316116423,7469.49105711681,0.657963048432916,4.98152561681938E-22,False,ruled out,,,,F_peak,nu_peak,Radius,Bfield,v_shock,Mdot,den,RuledOut
0.044984326689695,4.55149088995761,7.6154719604735E+016,0.318464253026926,6986.98703731438,0.677783309934011,5.86480912834392E-22,False,ruled out,,,,0.022229964825262,4.55149088995761,5.45370261819936E+016,0.342992091453744,3734.94687221583,1.05326545421565,1.77709888075767E-21,False
0.044984326689695,5.24056567077343,6.61412401415575E+016,0.366678275785136,6068.27771016081,0.780396584798272,8.95215002755747E-22,False,allowed,,,,0.022229964825262,5.24056567077343,4.73660275296368E+016,0.394919516105197,3243.84383887649,1.21272499825338,2.7125956610355E-21,False
0.039069399370546,5.24056567077343,6.18687383072306E+016,0.372160146198622,5676.28736355743,0.803904993700722,1.05394722899057E-21,False,allowed,,,,0.022229964825262,6.03396320319664,4.11379336389092E+016,0.454708513947751,2817.31526873748,1.39632598363712,4.14055475468618E-21,False
0.044984326689695,6.03396320319664,5.74444193369621E+016,0.42219167977196,5270.36821035647,0.898545037386803,1.3664722646912E-21,False,allowed,,,,0.025595479226995,3.95302160545385,6.71300571274204E+016,0.29350461438357,4597.37566296769,0.88802252926818,9.88886867497097E-22,False
0.039069399370546,6.03396320319664,5.37337028994758E+016,0.428503480145752,4929.9201359307,0.925612511242568,1.60876398678576E-21,False,allowed,,,,0.025595479226995,4.55149088995761,5.83032181357426E+016,0.337939862682326,3992.8730526951,1.02246505469762,1.5094546820512E-21,False
0.033932217718953,6.03396320319664,5.02626862733612E+016,0.434909642454815,4611.46386297953,0.95349535673854,1.89401690180934E-21,False,allowed,,,,0.025595479226995,5.24056567077343,5.06370080771986E+016,0.389102403141441,3467.85566021098,1.1772615599509,2.30405874731973E-21,False
0.044984326689695,6.94747747186569,4.98911315526938E+016,0.486109557723339,4577.37473455216,1.03458062213477,2.08580781647128E-21,False,allowed,,,,0.029470517025518,3.95302160545385,7.17658926085174E+016,0.289181329694854,4914.85903971893,0.862054290612859,8.39953211565827E-22,False
0.039069399370546,6.94747747186569,4.66683321219707E+016,0.49337693563519,4281.69170974163,1.06574598700369,2.45564625437425E-21,False,allowed,,,,0.029470517025518,4.55149088995761,6.23294939779155E+016,0.332962052581759,4268.61097638054,0.992565344181271,1.28211967372062E-21,False
1,32.7564278429775,4.59809136766608E+016,1.65356213523842,4218.62294930865,2.53902904803631,6.02655514530366E-21,False,allowed,,,,,,,,,,,
0.033932217718953,6.94747747186569,4.36537147037102E+016,0.500752961445184,4005.10881464107,1.09785016702788,2.89106142905535E-21,False,allowed,,,,,,,,,,,
0.494171336132383,24.7085668066192,4.36537147037102E+016,1.34336786414286,4005.10881464107,2.22159823275096,5.8503219787739E-21,False,allowed,,,,,,,,,,,
0.044984326689695,7.99929359803029,4.33310152028395E+016,0.559704308331267,3975.50201888063,1.19121136855827,3.1838145271363E-21,False,allowed,,,,,,,,,,,
0.655128556859551,28.4493301450915,4.33310152028395E+016,1.50151639456024,3975.50201888063,2.41052299366704,6.44273411738998E-21,False,allowed,,,,,,,,,,,
0.868511373751352,32.7564278429775,4.30107011797814E+016,1.67828302530647,3946.11408417883,2.61551392026556,7.09513477343352E-21,False,allowed,,,,,,,,,,,
0.244205309454865,18.6379686015747,4.14443005816172E+016,1.09136341474798,3802.40111758373,1.94385279348391,5.67924235821465E-21,False,allowed,,,,,,,,,,,
0.323745754281764,21.4596713006439,4.11379336389092E+016,1.21984461844552,3774.29278932158,2.10915807634339,6.25433072486454E-21,False,allowed,,,,,,,,,,,
0.429193426012878,24.7085668066192,4.08338314395379E+016,1.36345132431815,3746.39224506044,2.28852092396952,6.88765337851887E-21,False,allowed,,,,,,,,,,,
0.039069399370546,7.99929359803029,4.05319772419372E+016,0.568071933824139,3718.69794880748,1.22709502628667,3.74834256370341E-21,False,allowed,,,,,,,,,,,
0.568986602901829,28.4493301450915,4.05319772419372E+016,1.52396418828644,3718.69794880748,2.48313679196874,7.5851072080378E-21,False,allowed,,,,,,,,,,,
0.051794746792312,9.21034984663358,4.02323544282992E+016,0.634948434225587,3691.2083759243,1.33144721339454,4.12790520016786E-21,False,allowed,,,,,,,,,,,
0.754312006335461,32.7564278429775,4.02323544282992E+016,1.70337349471643,3691.2083759243,2.69430279751769,8.35318622985052E-21,False,allowed,,,,,,,,,,,
0.120679264063933,14.0588434898712,3.93467099502863E+016,0.88663286865979,3609.95291966811,1.70083124258534,5.51316557966596E-21,False,allowed,,,,,,,,,,,
0.159985871960606,16.1872877140882,3.90558489377003E+016,0.991012085210241,3583.26721804454,1.84546996759285,6.07143676943029E-21,False,allowed,,,,,,,,,,,
0.212095088792019,18.6379686015747,3.87671380446224E+016,1.10767938765599,3556.77878399953,2.00240877284818,6.68623931433301E-21,False,allowed,,,,,,,,,,,
0.281176869797423,21.4596713006439,3.84805613768155E+016,1.23808139592733,3530.48615928031,2.17269365743694,7.36329766186916E-21,False,allowed,,,,,,,,,,,
0.372759372031494,24.7085668066192,3.81961031575367E+016,1.38383503387663,3504.38789641395,2.35745957222923,8.10891592543847E-21,False,allowed,,,,,,,,,,,
0.033932217718953,7.99929359803029,3.7913747726669E+016,0.576564656007078,3478.48255862757,1.26405963146568,4.41296810951739E-21,False,allowed,,,,,,,,,,,
0.044984326689695,9.21034984663358,3.76334795398589E+016,0.644440965595812,3452.76871976929,1.37155528938336,4.85983169837437E-21,False,allowed,,,,,,,,,,,
0.059636233165947,10.604754439601,3.73552831676609E+016,0.720308041450541,3427.24496422972,1.48819238033435,5.35194534616912E-21,False,allowed,,,,,,,,,,,
0.079060432109077,12.2102654727432,3.70791432946877E+016,0.805106599793235,3401.90988686403,1.61474829197803,5.89389113988507E-21,False,allowed,,,,,,,,,,,
0.104811313415469,14.0588434898712,3.68050447187676E+016,0.899888103047275,3376.76209291455,1.75206652103687,6.49071515531842E-21,False,allowed,,,,,,,,,,,
0.138949549437314,16.1872877140882,3.65329723501071E+016,1.00582779747923,3351.80019793406,1.9010622952125,7.14797444126217E-21,False,allowed,,,,,,,,,,,
0.184206996932672,18.6379686015747,3.62629112104603E+016,1.12423928570236,3327.02282770949,2.06272867318979,7.87178876137737E-21,False,allowed,,,,,,,,,,,
0.039069399370546,9.21034984663358,3.52024832352534E+016,0.654075411091591,3229.73146408512,1.41287156780284,5.72153743636458E-21,False,allowed,,,,,,,,,,,
0.051794746792312,10.604754439601,3.49422574137735E+016,0.731076705976872,3205.85645737651,1.53302219594849,6.30090866433229E-21,False,allowed,,,,,,,,,,,
0.06866488450043,12.2102654727432,3.46839552485797E+016,0.817143009748689,3182.15794086584,1.66339043606451,6.93894786808975E-21,False,allowed,,,,,,,,,,,
0.091029817799152,14.0588434898712,3.44275625195094E+016,0.913341504280222,3158.63460989208,1.80484519408997,7.64159585245629E-21,False,allowed,,,,,,,,,,,
0.001,5.24056567077343,1.09004225263915E+016,0.547383403004262,1000.08392504687,1.73911479411813,7.34510897196949E-20,True,,,,,,,,,,,,
0.00132571136559,0.359842836500576,1.81430704482505E+017,0.036486898857654,16645.7704390426,0.112534117844209,1.71561287186356E-23,True,,,,,,,,,,,,
0.002023589647725,10.604754439601,7521877462732179,1.02846770398717,690.111664794433,3.03391819929716,2.69096480571245E-19,True,,,,,,,,,,,,
0.00409491506238,6.94747747186569,1.60326419624096E+016,0.625595726604355,1470.95100798314,1.71349786002964,3.34526122874585E-20,True,,,,,,,,,,,,
0.006250551925274,12.2102654727432,1.11457771959612E+016,1.05161720604214,1022.59454428,2.7549481322288,1.11288264854045E-19,True,,,,,,,,,,,,
0.0095409547635,24.7085668066192,6729629125637563,2.03538271837317,617.425048779767,5.0999718259314,5.65121948030825E-19,True,,,,,,,,,,,,
0.022229964825262,9.21034984663358,2.69506350970425E+016,0.694075245517397,2472.64698823365,1.59096326024522,1.09920527003052E-20,True,,,,,,,,,,,,
